#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	Mmus_C57-6J_FCS_CC_C2_Rep5_C2-20	Mmus_C57-6J_FCS_CC_C2_Rep4_C2-19	Mmus_C57-6J_FCS_CC_C2_Rep3_C2-18	Mmus_C57-6J_FCS_CC_C2_Rep2_C2-17	Mmus_C57-6J_FCS_CC_C2_Rep1_C2-16	Mmus_C57-6J_FCS_CC_C1_Rep5_C1-20	Mmus_C57-6J_FCS_CC_C1_Rep4_C1-19	Mmus_C57-6J_FCS_CC_C1_Rep3_C1-17	Mmus_C57-6J_FCS_CC_C1_Rep2_C1-16	Mmus_C57-6J_FCS_CC_C1_Rep1_C1-18	Mmus_C57-6J_FCS_VIV_C2_Rep5_V18	Mmus_C57-6J_FCS_VIV_C2_Rep4_V17	Mmus_C57-6J_FCS_VIV_C2_Rep3_V16	Mmus_C57-6J_FCS_VIV_C2_Rep2_V20	Mmus_C57-6J_FCS_VIV_C2_Rep1_V19	Mmus_C57-6J_FCS_FLT_C1_Rep5_F20	Mmus_C57-6J_FCS_FLT_C1_Rep4_F19	Mmus_C57-6J_FCS_FLT_C1_Rep3_F16	Mmus_C57-6J_FCS_FLT_C1_Rep2_F18	Mmus_C57-6J_FCS_FLT_C1_Rep1_F17	Mmus_C57-6J_FCS_GC_C2_Rep5_G20	Mmus_C57-6J_FCS_GC_C2_Rep4_G19	Mmus_C57-6J_FCS_GC_C2_Rep3_G16	Mmus_C57-6J_FCS_GC_C2_Rep2_G18	Mmus_C57-6J_FCS_GC_C2_Rep1_G17	Mmus_C57-6J_FCS_BSL_C1_Rep5_B20	Mmus_C57-6J_FCS_BSL_C1_Rep4_B17	Mmus_C57-6J_FCS_BSL_C1_Rep3_B16	Mmus_C57-6J_FCS_BSL_C1_Rep2_B19	Mmus_C57-6J_FCS_BSL_C1_Rep1_B18
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	0	0	0.0400916175510641	0	0.0309042950545573	0.0275714085915558	0.0412879790732228	0.0189999914474548	0	0.081692826742262	0.0238314984063161	0.0047818264719476	0.0436752796138222	0	0.0352184551955386	0.0030855064548728	0.0105335871460683	0	0	0	0	0	0	0	0	0.3008707803968761	0.2019572314017356	0.1625976891331221	0.1068591327318528	0.0326838414011747
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	2|1239|91061|186826|33958|1578	0	0	0.0400916175510641	0	0.0309042950545573	0.0275714085915558	0.0412879790732228	0.0189999914474548	0	0.081692826742262	0.0238314984063161	0.0047818264719476	0.0436752796138222	0	0.0352184551955386	0.0030855064548728	0.0105335871460683	0	0	0	0	0	0	0	0	0.3008707803968761	0.2019572314017356	0.1625976891331221	0.1068591327318528	0.0326838414011747
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	2|1239|91061|186826|33958|1578|33959	0	0	0.0400916175510641	0	0.0309042950545573	0.0275714085915558	0.0412879790732228	0.0189999914474548	0	0.081692826742262	0.0238314984063161	0.0047818264719476	0.0436752796138222	0	0.0352184551955386	0.0030855064548728	0.0105335871460683	0	0	0	0	0	0	0	0	0.3008707803968761	0.2019572314017356	0.1625976891331221	0.1068591327318528	0.0326838414011747
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015267489749267	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	2|1239|91061|186826|1300|1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015267489749267	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	2|1239|91061|186826|1300|1357|1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015267489749267	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.5377698377073483	1.7865866354525106	0.965791228091338	0.1932088667564817	2.9917208145220413	1.2438470354801203	0.7292772781169131	0.3262855262738869	1.3478855098175446	0.1413734094895733	0.7699820564554555	0.6803585056245988	0.1552110117628994	0.4732176036516312	1.0410489562458234	0.585802441240878	0.189163217212495	0.145363903410761	1.4936293382862995	0.6158659877243464	0.9635834949812758	1.8164740594406503	1.1851405289185812	2.040106641149562	1.2260705908532052	0.5355598026318152	0.5305631217170815	0.6514974573219736	0.5523158592180297	0.7397446328471702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.5377698377073483	1.7865866354525106	0.965791228091338	0.1932088667564817	2.9917208145220413	1.2438470354801203	0.7292772781169131	0.3262855262738869	1.3478855098175446	0.1413734094895733	0.7699820564554555	0.6803585056245988	0.1552110117628994	0.4732176036516312	1.0410489562458234	0.585802441240878	0.189163217212495	0.145363903410761	1.4936293382862995	0.6158659877243464	0.9635834949812758	1.8164740594406503	1.1851405289185812	2.040106641149562	1.2260705908532052	0.5355598026318152	0.5305631217170815	0.6514974573219736	0.5523158592180297	0.7397446328471702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.004209391803352	0.1706754180170946	0.1971731263455776	0	0.0133701723716586	0.0260195924047437	0.0226038295037981	0.0246521127333355	0.0097009571085915	0.002213244657853	0.0293714251401144	0.0980619870715111	0.0547252201421131	0.0271081789665987	0.0516314702425235	0.2106810194614373	0.030194975444161	0.0135045786233819	0.1922567204282677	0.1535648195048048	0.035272237492162	0.1596695426835069	0.1717695644591756	0.1980410322809351	0.1217370031568145	0.0360965278571527	0.0945970778834089	0.079939399514834	0.0660894965236462	0.1728966670908193
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	2|1239|186801|186802|31979|1485	0.004209391803352	0.1706754180170946	0.1971731263455776	0	0.0133701723716586	0.0260195924047437	0.0226038295037981	0.0246521127333355	0.0097009571085915	0.002213244657853	0.0293714251401144	0.0980619870715111	0.0547252201421131	0.0271081789665987	0.0516314702425235	0.2106810194614373	0.030194975444161	0.0135045786233819	0.1922567204282677	0.1535648195048048	0.035272237492162	0.1596695426835069	0.1717695644591756	0.1980410322809351	0.1217370031568145	0.0360965278571527	0.0945970778834089	0.079939399514834	0.0660894965236462	0.1728966670908193
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ASF502	2|1239|186801|186802|31979|1485|97139	0.004209391803352	0.1706754180170946	0.1971731263455776	0	0.0133701723716586	0.0260195924047437	0.0226038295037981	0.0246521127333355	0.0097009571085915	0.002213244657853	0.0293714251401144	0.0980619870715111	0.0547252201421131	0.0271081789665987	0.0516314702425235	0.2106810194614373	0.030194975444161	0.0135045786233819	0.1922567204282677	0.1535648195048048	0.035272237492162	0.1596695426835069	0.1717695644591756	0.1980410322809351	0.1217370031568145	0.0360965278571527	0.0945970778834089	0.079939399514834	0.0660894965236462	0.1728966670908193
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	0.176294030230951	0.5889214288732089	0.4186725702008181	0.051913504321774	2.365415036249632	0.8536500701123123	0.3025031080621483	0.1269470270900679	1.1392385984365094	0.0657455616488996	0.4412022418078003	0.262169920464758	0.0654992281105096	0.2626595380716879	0.7422779577313613	0.1256781652508109	0.090171363708654	0.0952464065303348	1.1118414726149568	0.2872996979682421	0.5867876726001953	0.9259097262005322	0.443984189395942	0.8075787140633841	0.6327971758296255	0.3938611189682489	0.2763549539211694	0.3065443631402648	0.346679560148476	0.3847599022479772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Acetatifactor	2|1239|186801|186802|186803|1427378	0.0521956272871712	0.0361339670399198	0	0.0082857610256567	0.0997722675254966	0.1469129807657402	0.04370166772012	0.0276854087041584	0.0706631889327294	0.0657455616488996	0.004954624478709	0.0115216587418153	0.0026203061412874	0	0.0102376217342708	0.0335237727555666	0.0045066883553243	0.0136387909940879	0.0627476038225927	0.0184700177905448	0.0020590505971456	0.001242971127262	0.0384010365902866	0.0105842173942278	0.0420806890949778	0.0162764914601016	0.0318043104098663	0.0106354113805895	0.0037561381757644	0.0205304051440299
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris	2|1239|186801|186802|186803|1427378|879566	0.0521956272871712	0.0361339670399198	0	0.0082857610256567	0.0997722675254966	0.1469129807657402	0.04370166772012	0.0276854087041584	0.0706631889327294	0.0657455616488996	0.004954624478709	0.0115216587418153	0.0026203061412874	0	0.0102376217342708	0.0335237727555666	0.0045066883553243	0.0136387909940879	0.0627476038225927	0.0184700177905448	0.0020590505971456	0.001242971127262	0.0384010365902866	0.0105842173942278	0.0420806890949778	0.0162764914601016	0.0318043104098663	0.0106354113805895	0.0037561381757644	0.0205304051440299
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2|1239|186801|186802|186803|189330	0.00441537952804	0.0017084586749046	0	0	0.0652845219606358	0	0.0028134059712122	0	0.0042002298264029	0	0.0185345714111576	0.0449400549955064	0.0540216974321533	0.0794262895976022	0.061291858242902	0.0309690093935145	0.0448936122563035	0.0065450177875763	0.115095234557841	0.0256008474438564	0.1556290378928805	0.2789801563077491	0.1010531326466181	0.3698006665504569	0.1814026422675214	0.0371825853725908	0.0534174390381295	0.0753748885196591	0.0370134980324421	0.0288326559088351
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2	2|1239|186801|186802|186803|189330|1235798	0.00441537952804	0.0017084586749046	0	0	0.0652845219606358	0	0.0028134059712122	0	0.0042002298264029	0	0.0185345714111576	0.0449400549955064	0.0540216974321533	0.0794262895976022	0.061291858242902	0.0309690093935145	0.0448936122563035	0.0065450177875763	0.115095234557841	0.0256008474438564	0.1556290378928805	0.2789801563077491	0.1010531326466181	0.3698006665504569	0.1814026422675214	0.0371825853725908	0.0534174390381295	0.0753748885196591	0.0370134980324421	0.0288326559088351
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	0.1196830234157397	0.5510790031583843	0.4186725702008181	0.0436280808154063	2.2003582467634994	0.7067370893465721	0.2559883192726865	0.0992616183859094	1.064375179677377	0	0.4177130459179335	0.2057096767017588	0.0088551181816498	0.1832350241965386	0.6707484777541883	0.0611853831017296	0.0407694284621492	0.0750625977486704	0.9339986342345228	0.2432301316099161	0.429098093124943	0.6456873294951667	0.3045300201590372	0.4271948393889763	0.4093138444671261	0.3404020421355563	0.1911332044731735	0.2205340632400161	0.3059071981505918	0.3353957737933681
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4	2|1239|186801|186802|186803||397287	0	0	0	0	0	0.0041281710026706	0	0.0193795809094179	0.0096246235622736	0	0.0026099106544296	0	0	0	0	0.0008096081076925	0	0.0750625977486704	0.0044116242883425	0	0.0075026376573766	0	0	0	0.0008172939161946	0	0	0.0553837410264429	0	0.0012659384683799
